Revenue,Revenue Growth,SG&A Expense,Operating Expenses,Operating Income,EPS,Weighted Average Shs Out,Gross Margin,EBITDA Margin,EBIT Margin,Free Cash Flow margin,Cash and cash equivalents,Cash and short-term investments,Receivables,"Property, Plant & Equipment Net",Total non-current assets,Payables,Retained earnings (deficit),Total shareholders equity,Net Debt,Other Assets,Depreciation & Amortization,Investing Cash flow,Financing Cash Flow,Net cash flow / Change in cash,priceSalesRatio,returnOnAssets,returnOnEquity,fixedAssetTurnover,assetTurnover,currentRatio,cashRatio,daysOfInventoryOutstanding,daysOfPayablesOutstanding,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,Net Income per Share,Book Value per Share,Tangible Book Value per Share,Earnings Yield,Income Quality,Capex to Depreciation,Working Capital,Tangible Asset Value,Net Current Asset Value,Receivables Turnover,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,Weighted Average Shares Growth,Operating Cash Flow growth,Free Cash Flow growth,Receivables growth,Asset Growth,Book Value per Share Growth,SG&A Expenses Growth,class
0.0976467281335142,0.02884966563993834,0.1627129537757906,0.1142707276364616,0.023358380235002554,0.6675499174298154,0.8730880107806764,0.9317145039834115,0.7419484118902359,0.5899936114241665,0.9979353161591186,0.05379875399301702,0.06114549327812033,0.11392201643845902,0.03329403149615353,0.10421457246426492,0.09816430891339285,0.29817367550057,0.10611611195978686,0.6684474073637121,0.14242654036857255,0.0,0.6314097158286471,0.9095238319012057,0.6741386258148725,0.0006204727127290217,0.32575049781527515,0.7478607509254829,0.00048225374400841296,0.11748363844787625,0.022917237915959343,0.0070281139990508845,0.053507116758763656,0.0011957915052421054,3.3006853462092074e-06,0.014645143781943365,1.230187241442366e-07,0.30754009889447514,0.056852621697733675,0.006617341050618053,0.9018573185119548,0.3405824337810307,0.24242958684457575,0.6623135874908659,0.09652301215340896,0.5799268321709397,0.016509654237837703,0.7004617749783013,0.08650737175042936,0.7324667655851427,0.39213125019164324,0.5795716101694915,0.0012484870353006747,0.7249125128825865,0.1717089346757744,0.024152275846294605,0.17413243626062325,0.428055040548892,0.21613576619761868,0
0.011454880551215197,0.038930564937604446,0.043723008089300935,0.019980858834686772,0.02385838571801717,0.680078066356403,0.0990784133911721,0.9653825166430208,0.7422507150257233,0.5902847993744287,0.9987117929169756,0.014162161353986007,0.04641918097003768,0.016097560975609757,0.014322345744939072,0.01301927589531798,0.0025978027483538504,0.2971526822016881,0.04597835892538621,0.6629658143630552,0.10885644761603738,0.027736001564435172,0.5934145613641464,0.9314532093549842,0.7173188450617111,0.0029697664339415936,0.3280193715416388,0.7502122161540039,0.00013151058495389472,0.06159867008698742,0.07223466561505448,0.01978020914526551,0.06445120317313321,0.000269759103188073,3.4049344280911396e-06,0.015116507862872653,3.309933831324575e-07,0.3075410265638808,0.06836721009981034,0.012917777096970076,0.9052224949099218,0.3424692686960183,0.2220997459229171,0.6631326625804527,0.024307842091625304,0.630529133433774,0.018449400938550166,0.7045103426627513,0.1078410423247616,0.7688986825381393,0.42930277370283765,0.6257063559322034,0.001594065536252286,0.7298055878761337,0.1779366912062883,0.04243266811527905,0.2734375,0.43892441383833414,0.2747409927323334,1
0.07849545360417177,0.03689111400563032,0.04314328449107844,0.0688547088787997,0.08873167517593009,0.8882299954961718,0.05381027090636828,0.9470479100731201,0.7423419195452171,0.5903544503615266,0.9990537923023354,0.032085401590813946,0.032085401590813946,0.06786406776201653,0.04263961033707137,0.17499765344346505,0.014511165187517893,0.318768630957641,0.1568459633177423,0.7718283217011285,0.11133197046710432,0.266019164330878,0.5346645725824546,0.8046502363905109,0.5156175321206669,0.0018037819905458484,0.3368078165649016,0.7533298643800973,0.0003027021979378037,0.08558214922164528,0.059988107745062094,0.029063813584719798,0.039651223443870155,0.0002198955459994312,4.631601775372768e-06,0.023233271842889834,1.353271863767524e-06,0.30755633112215824,0.17325619264736875,0.03267876967067574,0.9090854784673513,0.3421866416793598,0.2406475566896861,0.6638039842931501,0.03403844545924268,0.5433379382048702,0.03181924715095573,0.7040215268073424,0.08683243060005137,0.7376490200949839,0.4102236617654416,0.6017656779661017,0.0016160876956266535,0.7288591724200578,0.1790741405646197,0.0485440016010979,0.17386685552407935,0.43800875301121245,0.38027678985619295,1
0.06495980722528663,0.03704302239517514,0.040935436666548176,0.03716143152224681,0.08403420148836474,0.692613721663414,0.1279388731568325,0.9403143075411983,0.7422409747372336,0.5904352220944635,0.9984236450424187,0.025716165301118355,0.030126786675438073,0.04741300132666598,0.022768095538618378,0.029988992516617886,0.048686659032350414,0.39485862127194915,0.046198436476502,0.6940643141347597,0.1129362450510056,0.029789453099537185,0.6523446264303344,0.8590567442055498,0.6658044926762069,0.0007495587385384972,0.32977706054629136,0.7535955479806944,0.0004691398454768173,0.20132741923305006,0.04164137765303576,0.013886354437753722,0.033474506483162005,0.0008915071891333753,3.5285841097382255e-06,0.015952820856253755,4.475672651825724e-07,0.3075419495419551,0.06402804651430104,0.015208365589343383,0.9076816622776669,0.3424925773874128,0.21742421319694372,0.6637542472307033,0.038421523766087276,0.6115734701638018,0.032614441971484005,0.7034097978741712,0.08646661879480774,0.7346542976018979,0.38995224654275623,0.5763639830508475,0.0008707223014172956,0.7275446039363941,0.1762338365735334,0.03551006404391583,0.17096759915014167,0.4254518395197195,0.2967759393845678,1
0.003415757073740093,0.032724945620028645,0.013274578741204067,0.007334921407989773,0.01767042718604005,0.6682179852874944,0.11217604735448493,0.9633526137727818,0.7420320012750924,0.5900600432479951,0.9983937588636486,0.004335835177321931,0.004606692183481849,0.0018701908357995714,0.004313429454504264,0.0059706040463167595,0.00047972731176638994,0.29568455617745026,0.01688683878831821,0.6823545235144478,0.10813730218731733,0.002741477087543185,0.6399591877944807,0.9211125763944944,0.7148449211391943,0.0015570822508257035,0.32678309095313146,0.7483667624303545,0.00013021127005426048,0.0869559731410336,0.02397244447456875,0.01913689056545827,0.025110784072922342,0.00016705848103670508,3.305322839365152e-06,0.014705261992660916,8.863305333940338e-08,0.30754015436257087,0.05462939903063277,0.0013682038645719753,0.9027035906830412,0.34961035028652154,0.23743439097741598,0.6600871067470556,0.002990271814327986,0.6134082820299299,0.040927642117394546,0.7015519194295322,0.08625428663398377,0.7314563045144075,0.38871088259169423,0.5748588983050847,0.001279826262102659,0.7304366546004543,0.18139440447942606,0.03158594464775846,0.210052230878187,0.4306077919457162,0.2539044379155714,1
0.0851333797699505,0.03151937478385376,0.12205340118262305,0.14446598912252778,0.02618183380227239,0.6426212280438373,0.19120957626310026,0.9505511295427261,0.7420709624290509,0.5900923812062906,0.9982962058650217,0.08804048800909037,0.09036540876741822,0.05927135421981834,0.048141495541854776,0.06542199619431195,0.0326545949040939,0.30588499837696853,0.012476966303505383,0.7136520774900529,0.11458943044539166,0.10175347109054168,0.692954902400718,0.5909867600348035,0.0,0.0018970818345990731,0.322203662284634,0.6804476713548981,0.00029078004238121305,0.14219932457710932,0.02349490574001559,0.016371424700625758,0.03193056564210897,0.00045625069648999155,3.46134045897703e-06,0.015865738483324385,1.0609475331997967e-06,0.30753827181403687,0.05214084561006916,0.017437461773196602,0.900124949597025,0.3410820727520521,0.23320344721792025,0.6633614959444858,0.06361260326762147,0.5425340912919793,0.030481293317191537,0.7014753351272341,0.08611111100391163,0.7313833104040174,0.38028503601278807,0.5633805084745763,0.0012637331456367752,0.726739246109745,0.17515890267118034,0.02857673833485819,0.08058162181303119,0.40655845220527953,0.2958481521571053,1
0.18573391818370077,0.03189752971101854,0.46549639610955296,0.22503357156830894,0.1881407496142598,0.6682179852874944,0.6120990184216156,0.9585725199170576,0.7422551424295822,0.5904320029311944,0.9986432802618705,0.06678727348842774,0.34797559954548174,0.31401163384018776,0.04864313801640856,0.20029779935661687,0.03406813627254509,0.3089079491794285,0.24925887602933142,0.5488813515100124,0.08875474034732289,0.14288507919953067,0.9832174108144492,0.5882192613713795,0.6317861058787146,0.0016878649244986236,0.3265786170644471,0.7482873880766492,0.0006278471609951744,0.09330622161930588,0.035217711449530315,0.0052318702750194235,0.07753822525611218,0.0002181811329234357,3.4710502102722886e-06,0.01572159044634295,2.434278803239822e-07,0.3075401570117933,0.0681947930036974,0.01689391368895653,0.9024745993896884,0.43243438749508434,0.2359334439294316,0.6798301805180956,0.20377540868693603,0.5944423853555457,0.014428050067756765,0.7016691595960133,0.08639294702181374,0.7339610172171175,0.38687498083567745,0.5720779661016949,0.0010519816131909349,0.7274906918581314,0.17666978506301062,0.03730415141811528,0.1554753895184136,0.42295710520009583,0.25537343435905363,1
0.009927694421958245,0.028652507942869526,0.051757897841687286,0.015584446602232852,0.018325537697919187,0.66791773007056,0.07428788008681689,0.945520026192295,0.7419992384865364,0.5900105851941315,0.9980362524987383,0.006287161353986006,0.006287161353986006,0.0014183692213491173,0.0023159214848617244,0.0027455266099511064,0.012348625823074721,0.299093206628968,0.010099194960495505,0.6815514186941491,0.10861365435279086,0.007550224887556222,0.6364823423827687,0.9203147295923182,0.708798307514971,0.0002865345692282699,0.32608394754143744,0.747939022857609,0.0007048697410747515,0.33038635195513116,0.016054544166171154,0.01391083949540458,0.006552433980130591,0.0014795493254978597,3.3142575748204906e-06,0.014718871263211222,1.9566487879208661e-07,0.3075401336655202,0.052372650817065464,0.0024399269559220943,0.9021410685928485,0.32907013227207427,0.23137548845079117,0.6599579115830531,0.0034751556624040814,0.6112033058805973,0.13846390388231292,0.7014564254229629,0.08576737371629636,0.7366051715836219,0.3842912266941665,0.5692088983050848,0.0014526155125784647,0.7293543511662918,0.18086827882778542,0.025267326166514184,0.18665899433427766,0.44369947154010114,0.23743621462811196,0
0.039684482012086075,0.039063080766781846,0.23547136165015917,0.08994666489994375,0.023867739094828692,0.6718210478907072,0.09400886620162462,0.9712866964967805,0.7420709624290509,0.5900876987869899,0.998496104928682,0.019010525686262783,0.03379732073440584,0.08002857434432084,0.031506383805039076,0.05290418369697849,0.001359862582307472,0.30629184993214764,0.06591862713248925,0.6674515687169786,0.1189229282543445,0.049084153575386216,0.5944132824770025,0.9235164005744657,0.736259102027046,0.0032204324630133833,0.3284896614856129,0.7486423678251648,0.0002071125686680066,0.09865029928439961,0.014652736913128003,0.00399929724891726,0.09248809809401944,4.076028703443998e-05,3.5343179667652764e-06,0.01567453035191666,4.687469405307391e-07,0.3075404223755786,0.07888465296270043,0.021011702205926762,0.9026687441818788,0.34721459676475364,0.22940055812449595,0.6596580857085068,0.03745084828328638,0.602716713758297,0.013047803323870295,0.7039335966824817,0.08671264160928481,0.7374126893878019,0.3904357523146467,0.5765415254237288,0.0016762251308412722,0.7285301610383319,0.17833059390236414,0.04383720265324794,0.2467023725212465,0.4394717923493132,0.32770218029998455,1
0.02823848340518459,0.03322915218958168,0.07740581184212215,0.03684167008985629,0.045124153952425264,0.6859330430866236,0.09931274967182457,0.9633744406853649,0.7422551424295822,0.5903973237632485,0.9985302202836931,0.03158453441779798,0.03158453441779798,0.021124604551484846,0.004563328316908587,0.05027604037783827,0.004526910964786716,0.33235659795104305,0.0715928592781939,0.675585415171874,0.1156067753034754,0.033179062642591746,0.6343728965671978,0.9000241107838102,0.6961398971014086,0.0019561955024661997,0.33036217044314214,0.7500137802697405,0.0010175223343610114,0.08626118789403316,0.03558741885692631,0.025318110607392863,0.03430903964522941,0.0001906870269269156,3.4410451254779848e-06,0.015551156590853139,7.307581078745813e-07,0.30754145766964763,0.0797237494971168,0.010155015521317517,0.904993503616569,0.34237873744636993,0.23770077692840463,0.6619145476105459,0.01931425538915023,0.6105722716136143,0.03383653085355904,0.7025276601699227,0.08656217212635994,0.7355668876456977,0.4082731775334428,0.600047033898305,0.0014339813777232307,0.7268407928325,0.1756092352478738,0.04029548833485819,0.18209985835694054,0.43594031808493194,0.2040358744394619,1
0.012418068864248198,0.04682656910054074,0.030648337702786833,0.01649148680075846,0.017069372263704256,0.6673922834409248,0.05381688912523196,0.934006329804649,0.7419762159864699,0.5900092682637031,0.9981064568243397,0.004730929669278154,0.009447790203935172,0.007448637616083273,0.0047154716248361565,0.004988002696406782,0.014374320068708847,0.29963884706143806,0.014227829937275609,0.6843185897854022,0.11247792141027677,0.003973730526041327,0.6192091541395558,0.926606302349229,0.707069807978858,0.002875653703967179,0.3263371805881928,0.7478816969354884,0.00043302525508612125,0.20683745986283053,0.03192115373358268,0.009836885196233831,0.02750962417263584,0.0013768688364720456,3.338856451560718e-06,0.01487238892259645,2.0557596520267867e-07,0.3075400921610347,0.05637464319239832,0.007939096260718604,0.9023700598862012,0.3360502450627588,0.22398465616922306,0.660559277831574,0.008044073208302334,0.6122251300836096,0.029488731582759296,0.7067813981457145,0.0866212947854625,0.7349312169623909,0.3913175532284016,0.5782652542372881,0.0019337149942954138,0.7323856131557287,0.18388285156783787,0.021017983760292774,0.3020095609065156,0.4394995396471048,0.43745167774856963,1
0.09578919407368362,0.03314188566792827,0.04164681341282599,0.013805134111695793,0.024144834614976907,0.6741480258219487,0.06867631484201973,0.8977081741787624,0.7420063223327106,0.5900543365494724,0.9974207663831239,0.011007296214341248,0.011007296214341248,0.05138677416062863,0.03623972037477547,0.01939297142320787,0.09165300243343831,0.28975917887731717,0.024828323202297144,0.695298532385363,0.12125564132095794,0.036201290659018316,0.7227944357190936,0.9192311280701939,0.6998720515055246,0.00013877018302654824,0.32736977372604903,0.7498252661796903,0.00043462627675337035,0.38166122564717436,0.019428124258659626,0.0032073882776753465,0.024603470737052446,0.001138124038848458,2.8331869702509147e-06,0.015146270192861171,3.6630162847019156e-07,0.307540590932359,0.0619992720167053,0.025200865723857806,0.9049735913301905,0.33506499617635166,0.2253202602131455,0.6610217673396264,0.03327626560155315,0.6051096360547,0.04758877546165354,0.7020161526693885,0.08651069064643642,0.7337518547214259,0.3911664980206281,0.5778512711864408,0.001176491514269089,0.727503615986482,0.17658956611507381,0.041035281335773104,0.21104815864022666,0.4352642930114647,0.281970001546312,1
0.03701123891639527,0.029635064334819026,0.09768530297114088,0.04094937464441146,0.025863126147953795,0.678576790271731,0.03101190699139353,0.9344646949688966,0.7420674205059637,0.5901093549762556,0.9982076751090423,0.008103582321631482,0.008103582321631482,0.09690784773956526,0.015227276405003478,0.04342836176222129,0.019521185227598055,0.3257026063873069,0.03592226802365109,0.7127649859761268,0.08862757224006243,0.034287204223974965,0.6388826564954005,0.9075613514618474,0.7037588911692767,0.00019805211086832095,0.3277464775440484,0.7490546734958009,0.0003996646067571631,0.135984764138771,0.022231738764745934,0.005278976218558823,0.12008443143375551,0.0006273822636964058,3.5944793589567956e-06,0.01649659812752548,5.995680092960801e-07,0.3075409806440245,0.0913216728289814,0.04968578528423173,0.9059791617923049,0.3439647514131716,0.23928623262290957,0.6607597330571842,0.029494043621453695,0.5887480686013544,0.008786792629050647,0.70109146813053,0.0863353680352726,0.7340297560654668,0.39281358076692796,0.5803889830508475,0.0008021148049048432,0.7470053871459573,0.19782988382636638,0.03321205969807868,0.17645626770538247,0.4315537225522469,0.22734652852945725,1
0.002633306349893635,0.03373012666574014,0.020469341510285826,0.0074136196159077326,0.017563618551279716,0.6577841164990242,0.005847806736045392,0.9846884208228746,0.7419771014672417,0.5900124874269724,0.998217543186938,0.002472818611327074,0.003456888044973387,0.0033088886621083784,0.0020812013528164796,0.00073320932137585,1.3616518751789293e-05,0.30187913796467475,0.010226619449310855,0.6827054921401082,0.10796933268195046,0.000768202855094192,0.63912966120709,0.9203389766544716,0.7099804042846299,0.0017092149588164487,0.3254768173796514,0.746570917677771,0.0002080518514962867,0.17578903043781802,0.030719604659545693,0.016154928763432816,0.05762910572674203,6.151444207636901e-06,3.4102524229601845e-06,0.015515967511237082,9.636159199787567e-07,0.30753938934438707,0.06819287725818503,0.01984554449792079,0.9013744455672762,0.3406637584629182,0.23144346279690553,0.660118648048312,0.00223759090488423,0.613576878089636,0.020391350394998155,0.7022496875171371,0.08588395958649797,0.7346490603563094,0.0,0.0,0.0014466864696699813,0.7269608025957558,0.17570715768776907,0.04136050434583714,0.1883410056657224,0.4274572124055646,0.27149373743621463,0
